nodeId,xcoord,ycoord,floor,building,nodetype,type,longname,shortname,teamassigned,mapId,,,OldY
IPARK02701,15638,47073,0,Faulkner,PARK,LOC,Western Parking 15,WPARK015,I,Faulkner Lot,,,
IPARK02801,15595,47728,0,Faulkner,PARK,LOC,Western Parking 16,WPARK016,I,Faulkner Lot,,,
IPARK02901,16177,47676,0,Faulkner,PARK,LOC,Western Parking 17,WPARK017,I,Faulkner Lot,,,
IPARK03001,16829,47676,0,Faulkner,PARK,LOC,Western Parking 18,WPARK018,I,Faulkner Lot,,,
IREST00101,46404,33490,1,Faulkner,REST,LOC,Restroom A,RESTA,I,Faulkner 1,,,
IREST00102,55910,24794,2,Faulkner,REST,LOC,Restroom A,RESTA,I,Faulkner 2,,,
IREST00103,50622,22796,3,Faulkner,REST,LOC,Restroom A,RESTA,I,Faulkner 3,,,
IREST00104,50340,20799,4,Faulkner,REST,LOC,Restroom A,RESTA,I,Faulkner 4,,,
IREST00105,50340,22444,5,Faulkner,REST,LOC,Restroom A,RESTA,I,Faulkner 5,,,
IREST00201,53104,33842,1,Faulkner,REST,LOC,Restroom B,RESTB,I,Faulkner 1,,,
IREST00202,59365,76263,2,Faulkner,REST,LOC,Restroom B,RESTB,I,Faulkner 2,,,
IREST00203,45969,42655,3,Faulkner,REST,LOC,Restroom B,RESTB,I,Faulkner 3,,,
IREST00204,36733,84841,4,Faulkner,REST,LOC,Restroom B,RESTB,I,Faulkner 4,,,
IREST00205,50058,78613,5,Faulkner,REST,LOC,Restroom B,RESTB,I,Faulkner 5,,,
IREST00303,48225,84371,3,Faulkner,REST,LOC,Restroom C,RESTC,I,Faulkner 3,,,
IREST00304,57109,78848,4,Faulkner,REST,LOC,Restroom C,RESTC,I,Faulkner 4,,,
IREST00305,25240,83548,5,Faulkner,REST,LOC,Restroom C,RESTC,I,Faulkner 5,,,
IRETL00101,43019,15511,1,Faulkner,FOOD,LOC,Starbucks,SB,I,Faulkner 1,,,
ISERV00101,51412,70505,1,Faulkner,SERV,LOC,QR MAT Management,QRMANG,I,Faulkner 1,,,
ISERV00102,57179,39835,2,Faulkner,FOOD,LOC,Food Services,FOODS,I,Faulkner 2,,,
ISERV00103,53584,82256,3,Faulkner,SERV,LOC,Mechanical Space East,MECHE,I,Faulkner 3,,,
ISERV00104,44488,80141,4,Faulkner,SERV,LOC,Social Work,SWORK,I,Faulkner 4,,,
ISERV00201,41327,32902,1,Faulkner,SERV,LOC,Admitting,ADM,I,Faulkner 1,,,
ISERV00202,29330,47708,2,Faulkner,SERV,LOC,Facilities North,FACILN,I,Faulkner 2,,,
ISERV00203,45475,82021,3,Faulkner,SERV,LOC,Mechanical Space West,MECHW,I,Faulkner 3,,,
ISERV00204,40470,79788,4,Faulkner,SERV,LOC,Admin,ADMIN1,I,Faulkner 4,,,
ISERV00301,55643,63924,1,Faulkner,SERV,LOC,Linens,LINEN,I,Faulkner 1,,,
ISERV00302,29330,65922,2,Faulkner,SERV,LOC,Facilities South,FACILS,I,Faulkner 2,,,
ISERV00303,49917,64747,3,Faulkner,RETL,LOC,Gift Shop,GIFTS,I,Faulkner 3,,,
ISERV00304,50411,83431,4,Faulkner,SERV,LOC,Administration,ADMIN2,I,Faulkner 4,,,
ISERV00402,27638,80963,2,Faulkner,SERV,LOC,Mechanical Space,MECH,I,Faulkner 2,,,
ISERV00403,45687,90011,3,Faulkner,SERV,LOC,Chapel,CHAPEL,I,Faulkner 3,,,
ISERV00404,74594,80258,4,Faulkner,SERV,LOC,HR,HR,I,Faulkner 4,,,
ISERV00503,55699,89541,3,Faulkner,SERV,LOC,Volunteer,VOLU,I,Faulkner 3,,,
ISERV00504,77555,79788,4,Faulkner,SERV,LOC,Finance,FIN,I,Faulkner 4,,,
ISERV00603,50196,105951,3,Faulkner,SERV,LOC,Shuttle Pickup,SHUTTLE,I,Faulkner 3,,,
ISERV00604,81574,80493,4,Faulkner,SERV,LOC,Lockers,LOCKER,I,Faulkner 4,,,
ISERV00703,51821,50998,3,Faulkner,FOOD,LOC,Cafeteria,CAF,I,Faulkner 3,,,
ISERV00704,77626,83196,4,Faulkner,SERV,LOC,Compliance/Patient Relations WEST,CPRELW,I,Faulkner 4,,,
ISERV00804,81645,83666,4,Faulkner,SERV,LOC,Compliance/Patient Relations EAST,CPRELE,I,Faulkner 4,,,
ISERV00904,89400,83313,4,Faulkner,SERV,LOC,Finance Office,FINOFF,I,Faulkner 4,,,
ISERV01004,51117,68350,4,Faulkner,SERV,LOC,House Keeping,HKEEP,I,Faulkner 4,,,
ISTAI00101,49225,72385,1,Faulkner,STAI,LOC,Staircase C,STAIRC,I,Faulkner 1,,,
ISTAI00102,48366,73678,2,Faulkner,STAI,LOC,Staircase C,STAIRC,I,Faulkner 2,,,
ISTAI00103,49424,72032,3,Faulkner,STAI,LOC,Staircase C,STAIRC,I,Faulkner 3,,,
ISTAI00104,6133,82373,4,Faulkner,STAI,LOC,Staircase A,STAIRA,I,Faulkner 4,,,
ISTAI00105,6345,84018,5,Faulkner,STAI,LOC,Staircase A,STAIRA,I,Faulkner 5,,,
ISTAI00201,94643,85781,1,Faulkner,STAI,LOC,Staircase D,STAIRD,I,Faulkner 1,,,
ISTAI00202,52737,27144,2,Faulkner,STAI,LOC,Staircase E,STAIRE,I,Faulkner 2,,,
ISTAI00203,52808,26321,3,Faulkner,STAI,LOC,Staircase E,STAIRE,I,Faulkner 3,,,
ISTAI00204,27849,84606,4,Faulkner,STAI,LOC,Staircase B,STAIRB,I,Faulkner 4,,,
ISTAI00205,27708,84606,5,Faulkner,STAI,LOC,Staircase B,STAIRB,I,Faulkner 5,,,
ISTAI00301,52681,27379,1,Faulkner,STAI,LOC,Staircase E,STAIRE,I,Faulkner 1,,,
ISTAI00304,48664,75698,4,Faulkner,STAI,LOC,Staircase C,STAIRC,I,Faulkner 4,,,
ISTAI00305,48860,71092,5,Faulkner,STAI,LOC,Staircase C,STAIRC,I,Faulkner 5,,,
ISTAI00401,52117,20211,1,Faulkner,STAI,LOC,Staircase F,STAIRF,I,Faulkner 1,,,
ISTAI00404,95111,81433,4,Faulkner,STAI,LOC,Staircase D,STAIRD,I,Faulkner 4,,,
ISTAI00405,95041,86133,5,Faulkner,STAI,LOC,Staircase D,STAIRD,I,Faulkner 5,,,
ISTAI00504,52808,27732,4,Faulkner,STAI,LOC,Staircase E,STAIRE,I,Faulkner 4,,,
ISTAI00505,52949,27144,5,Faulkner,STAI,LOC,Staircase E,STAIRE,I,Faulkner 5,,,
IWALK00101,19974,40236,0,Faulkner,Temp,POS,,,,Faulkner Lot,,,
IWALK00201,24489,40219,0,Faulkner,Temp,POS,,,,Faulkner Lot,,,
IWALK00301,27501,39733,0,Faulkner,Temp,POS,,,,Faulkner Lot,,,
IWALK00401,30716,39130,0,Faulkner,Temp,POS,,,,Faulkner Lot,,,
IWALK00501,33775,38978,0,Faulkner,Temp,POS,,,,Faulkner Lot,,,
IWALK00601,36428,40592,0,Faulkner,Temp,POS,,,,Faulkner Lot,,,
IWALK00701,40102,40343,0,Faulkner,Temp,POS,,,,Faulkner Lot,,,
IWALK00801,43673,41336,0,Faulkner,Temp,POS,,,,Faulkner Lot,,,
IWALK00901,47173,38940,0,Faulkner,Temp,POS,,,,Faulkner Lot,,,
IWALK01001,52653,37488,0,Faulkner,Temp,POS,,,,Faulkner Lot,,,
IWALK01101,40713,46788,0,Faulkner,Temp,POS,,,,Faulkner Lot,,,
IWALK01201,51530,31902,0,Faulkner,Temp,POS,,,,Faulkner Lot,,,
IWALK01301,52142,34509,0,Faulkner,Temp,POS,,,,Faulkner Lot,,,
IWALK01501,41186,34665,0,Faulkner,Temp,POS,,,,Faulkner Lot,,,
PHALL00101,40117,32839,1,Faulkner,Temp,POS,,,,Faulkner 1,,,
